"","X75.4332800009352","X36.0014465650157"
"1",75.4332800009352,36.0014465650157
"2",75.1755911136351,35.8014560158812
"3",72.1905627225496,35.77906681023
"4",75.8947283940934,36.0279013927176
"5",76.0363086090187,35.8111195848237
"6",71.9210089245049,36.3123251102058
"7",75.6335872956237,35.8843984781072
"8",72.7476812997778,35.4712501948802
"9",75.6280760287325,36.0307219292497
"10",76.7530624142645,34.6550925969135
"11",71.2269004115229,36.0196349955341
"12",72.3153103998214,35.7078589191415
"13",88.3445189536357,27.6950345644965
"14",70.984449102812,35.7321936081555
"15",83.1149185793005,28.7509760958415
"16",75.6854249546395,35.7792323068662
"17",75.2230038263202,35.943452077131
"18",82.726986614906,29.32227280711
"19",72.8197166299502,35.4291620864059
"20",86.5096931616583,27.9376392665164
"21",86.5272551617869,27.8507107888019
"22",86.9158421107169,27.969760857955
"23",72.2955057757428,35.7980547367264
"24",75.4894257669595,35.7599892978035
"25",77.3075244685202,33.040572369515
"26",75.1161329679173,35.9407824911519
"27",72.7528979222521,35.397043660027
"28",75.3056568888191,35.9287567477152
"29",76.7357744951005,35.6970399711664
"30",75.6498636204043,35.8701736767498
"31",83.2837943384836,28.7577040132029
"32",75.5170079650725,35.8446985780188
"33",75.5808402489563,35.9995410688273
"34",76.6597330354046,33.3910977766619
"35",76.5235947486167,35.8814070607494
"36",76.8341795311173,33.1458991461482
"37",76.720347202729,35.6637650341968
"38",74.2432333009292,35.0438079232424
"39",75.8077952351615,35.8166551394618
"40",73.0539539833437,36.6476358778758
"41",75.7613604639146,34.9733248667279
"42",88.2640444698287,27.7165203725416
"43",76.5199664230507,35.7561349006783
"44",83.1710185555818,28.9833131814527
"45",75.4954732938011,35.8312625143413
"46",86.5319910154411,28.0098421092922
"47",76.0345968911414,35.9250387479872
"48",72.8277607371892,36.379474603027
"49",73.6291595359112,35.0336528182984
"50",82.5462153044278,29.3818939619823
"51",75.5065819861007,35.9482763931768
"52",88.2417420068806,27.6891204765776
"53",75.6678285098896,35.9865976556395
"54",72.4795400062828,36.7352033143375
"55",86.9551605319464,27.8674591560814
"56",72.307158745391,35.8075109714187
"57",72.5583847710755,35.7564374328683
"58",90.5002208147952,28.052030254846
"59",75.9794966475196,36.0142681324528
"60",83.4003925216616,28.7899411572733
"61",76.7302202630057,33.5082062575631
"62",75.1740672376957,35.997746884942
"63",76.0589938138366,35.8843597596757
"64",82.7577375907109,29.153898603739
"65",76.9059404649965,33.1334822323616
"66",82.7316094400179,29.2370657735336
"67",76.5892793936575,35.7508727410924
"68",76.0649199391543,35.9759867073767
"69",72.821271535569,35.4228607268815
"70",75.7638588998958,35.7459165719491
"71",76.5314046807361,33.8854608633345
"72",72.2456460323529,35.9362381625244
"73",75.8120440536777,35.8902354685477
"74",76.6603702340633,33.3957996342751
"75",75.272757263706,35.8556702102515
